"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate","is_restaurant","data_quality","gm_rating","gm_review_count","gm_address","gm_phone","gm_website","gm_category","ta_rating","ta_review_count","ta_url","ta_ranking","has_wikipedia","wd_entity_type","wd_country","wd_official_website","wd_founded","ig_handle","ig_followers","ig_posts","ig_engagement_rate","ig_bio","fb_handle","fb_page_likes","fb_post_engagement","overall_confidence","scrape_timestamp","has_website","has_phone","has_address","has_instagram","has_facebook","has_tripadvisor","has_wikidata","data_source_count","review_total","ig_bio_mentions_brand","parse_error","error","data_completeness","unified_quality","triage_decision","triage_reason"
"le bardo","3","0.0077","4.3333","1.6997","0.0","0.3333","2","0.0029","unstable","51.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el ali"": 0.3333, ""la maison de la medina"": 0.3333, ""dar el jeld"": 0.6667, ""le café de la kasbah"": 0.3333, ""dar slah"": 0.3333, ""le grand vefour"": 0.3333, ""la kasbah"": 0.3333, ""le zitouna"": 0.3333, ""le café des nattes"": 0.3333, ""la maison blanche"": 0.3333}","True","partial","","","Tunisia","","","","4.4","110.0","https://www.tripadvisor.com/Restaurant_Review-g293718-d8626689-Reviews-Le_Bardo-Algiers_Algiers_Province.html","#7 of 330 Restaurants in Algiers","False","","","","","","","","","","","","","0.5","2026-04-17T01:16:04.518729","False","False","True","False","False","True","False","1","110","False","","","0.5","partial","",""
"le ksar","10","0.0077","3.6667","1.6997","0.0","0.6667","2","0.0029","unstable","181.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le bled"": 0.3333, ""chez hedi"": 0.3333, ""le jardin"": 0.3333, ""dar el jeld"": 0.3333, ""la kasbah"": 0.3333, ""la maison de la mer"": 0.3333, ""la grotte"": 0.3333, ""le restaurant de la plage"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","4.4","11.0","https://www.tripadvisor.com/Restaurant_Review-g297943-d8835349-Reviews-El_Ksar-Hammamet_Nabeul_Governorate.html","#88 of 195 Restaurants in Hammamet","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","True","False","2","342","True","","","0.5","partial","",""
"la table de sousse","3","0.0077","5.6667","1.6997","0.0","0.0","2","0.0029","unstable","140.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""dar el khemis"": 0.3333, ""le dinar"": 0.3333, ""café des nattes"": 0.3333, ""le bistrot du port"": 0.3333, ""le jardin de carthage"": 0.3333, ""la perle"": 0.3333, ""café des sports"": 0.3333, ""le trianon"": 0.3333, ""dar el jeld"": 0.3333, ""le ciel"": 0.3333, ""le phare"": 0.3333}","True","partial","4.8","413.0","RJGP+22, Sousse, Tunisia","+216 97 286 862","http://cafeseles.weebly.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:17:48.452394","True","True","True","False","False","False","False","2","413","False","","","0.5","partial","",""
"l'atelier","3","0.0077","3.0","1.633","0.3333","0.6667","3","0.0029","unstable","93.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la terrasse"": 0.3333, ""dar el jeld"": 0.6667, ""la kasbah"": 0.6667, ""le petit prince"": 0.3333, ""le comptoir"": 0.3333, ""le pacha"": 0.3333}","True","complete","4.3","200.0","Zone Touristique, Gammarth 1057, Tunisia","+216 25 202 002","http://www.sadika.com/","Restaurant, Mediterranean restaurant","","","","","False","","","","","sadika_glass","2822.0","230.0","0.0","Welcome to #sadikaglass account. We are only showing fair trade items ⚖️ that are 💯% recycled ♻️ and handmade ✋.","sadika","0.0","0.0","0.7","2026-04-17T01:18:48.517941","True","True","True","True","True","False","False","4","200","False","","","0.7","complete","",""
"café de la poste","4","0.0102","6.25","2.586","0.0","0.25","3","0.0028","unstable","741.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le jardin de sidi bou said"": 0.25, ""dar el jeld"": 0.25, ""el mouradi"": 0.25, ""chez mokhtar"": 0.25, ""la fontaine"": 0.25, ""dar sousse"": 0.25, ""el mouradi sousse"": 0.25, ""le jardin"": 0.25, ""café des nattes"": 0.25, ""le jardin des oliviers"": 0.25, ""la maison des saveurs"": 0.25, ""dar jilani"": 0.25}","True","partial","4.3","7.0","Place de la martyre, Hammamet 8050, Tunisia","+216 55 755 300","","['Bar & grill', 'Restaurant']","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:19:18.794231","False","True","True","False","False","False","False","1","7","False","","","0.5","partial","",""
"le jardin de la mer","4","0.0102","3.5","2.6926","0.25","0.75","3","0.0028","unstable","330.2","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la rotonde"": 0.25, ""la terrasse"": 0.25, ""le corail"": 0.25, ""la perle"": 0.5, ""la gourmandine"": 0.25, ""la maison du pain"": 0.25, ""le jardin"": 0.25, ""le ciel"": 0.25, ""la plage"": 0.25}","True","partial","4.3","112.0","2, Ghar al Milh 7033, Tunisia","+216 22 251 279","http://www.ljdlmgharelmelh.com/","Hotel","","","","","False","","","","","","","","","","","","","0.3","2026-04-17T01:20:29.665019","True","True","True","False","False","False","False","2","112","False","","","0.5","partial","",""
"le grand café","3","0.0077","2.3333","1.8856","0.6667","0.6667","3","0.0027","unstable","46.7","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison de la medina"": 0.3333, ""le café de la place"": 0.3333, ""le café des nattes"": 0.3333, ""le bistrot"": 0.6667, ""la casa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""el khayam"": 0.3333, ""le restaurant de la medina"": 0.3333, ""la maison arabe"": 0.3333, ""le café des nuits"": 0.3333, ""la terrasse"": 0.3333}","True","partial","3.4","89.0","R7VJ+XW7, Tunis, Tunisia","","","Cafe","3.8","255.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d1509962-Reviews-Le_Grand_Cafe_du_Theatre-Tunis_Tunis_Governorate.html","#19 of 353 Restaurants in Tunis","False","","","","","","","","","","","","","0.7","2026-04-17T01:21:51.406863","False","False","True","False","False","True","False","1","344","False","","","0.7","complete","",""
"le golfe","3","0.0077","2.3333","1.8856","0.6667","0.6667","3","0.0027","unstable","56.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le bistrot de la marsa"": 0.3333, ""la maison arabe"": 0.3333, ""la villa bleue"": 0.6667, ""le petit château"": 0.6667, ""le café de la plage"": 0.3333, ""la table de la méditerranée"": 0.3333, ""café des nattes"": 0.3333, ""dar el fell"": 0.3333, ""dar zarrouk"": 0.3333, ""le pirate"": 0.3333, ""la casa"": 0.3333, ""la grotte"": 0.3333, ""le corsaire"": 0.3333, ""dar el jeld"": 0.3333, ""el farouk"": 0.3333, ""la maison blanche"": 0.3333, ""le petit châtelet"": 0.3333}","True","complete","3.9","1410.0","5 Rue Larbi Zarrouk, Tunis, Marsa 2070, Tunisia","+216 71 748 219","https://restaurantlegolfe.com/","['Restaurant']","4.1","701.0","https://www.tripadvisor.com/Restaurant_Review-g297946-d1977858-Reviews-Le_Golfe-La_Marsa_Tunis_Governorate.html","#4 of 127 Restaurants in La Marsa","False","","","","","legolfe.restaurant","69073.0","175.0","0.0","La Marsa institution since 1955 No.1 in Tunisia @theworlds50best Culinary adventure @la.tabledugolfe Closed on mondays.","legolferestaurant","42616.0","0.0","0.9","2026-04-17T01:22:58.702725","True","True","True","True","True","True","False","5","2111","True","","","0.9","complete","",""
"le phare","3","0.0077","4.6667","1.8856","0.0","0.3333","3","0.0027","unstable","450.7","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.6667, ""la perle"": 0.3333, ""café des sports"": 0.3333, ""le trianon"": 0.3333, ""la table de sousse"": 0.3333, ""le ciel"": 0.3333, ""la baie"": 0.3333}","True","partial","4.2","6.0","Port de pêche Zarzis en Face de centre de plongée Militaire, Zarzis 4170, Tunisia","+216 98 302 453","","['Restaurant']","4.2","547.0","https://www.tripadvisor.com/Restaurant_Review-g297949-d25563190-Reviews-Restaurant_Le_Pirate-Monastir_Monastir_Governorate.html","#4 of 80 Restaurants in Monastir","False","","","","","","","","","","","","","0.9","2026-04-17T01:21:13.836154","False","True","True","False","False","True","False","2","553","False","","","0.7","complete","",""
"restaurant le cap","4","0.0051","5.0","1.0","0.5","0.5","1","0.0026","unstable","341.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le mirage"": 1.0, ""café de france"": 0.5, ""le jardin de marsa"": 0.5, ""la perle"": 0.5, ""le clos des oliviers"": 0.5}","True","partial","3.8","137.0","W7CQ+4PW, 2036 Av. de l'UMA, Gammarth, Tunisia","+216 28 735 100","","Restaurant","","","","","False","","","","","","","","","","LE.CAP.YASMINE.HAMMAMET","","","0.5","2026-04-17T01:33:12.457595","False","True","True","False","True","False","False","2","137","False","","","0.5","partial","",""
"dar el jedid","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","75.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la kasbah"": 0.5, ""chez ali"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le café de la kasbah","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","116.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la kasbah"": 0.5, ""la maison arabe"": 0.5, ""dar el jeld"": 1.0, ""le grand vefour"": 1.0, ""el ali"": 0.5, ""la maison de la medina"": 0.5, ""dar slah"": 0.5, ""le bardo"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"el farah","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","58.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la kasbah"": 0.5, ""dar el jeld"": 1.0, ""la maison blanche"": 1.0, ""le petit châtelet"": 0.5, ""le calypso"": 0.5, ""café de paris"": 0.5, ""la villa"": 0.5, ""le pirate"": 0.5}","True","partial","3.8","30.0","9WG2+4W9, P3, El Fahs, Tunisia","+216 90 704 165","","Tunisian restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:40:17.201360","False","True","True","False","False","False","False","1","30","False","","","0.5","partial","",""
"dar sousse","2","0.0051","6.0","1.0","0.0","0.0","2","0.0026","unstable","619.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le soleil d’or"": 0.5, ""café de france"": 0.5, ""la maison bleue"": 0.5, ""le jardin de la kasbah"": 0.5, ""le café de france"": 0.5, ""chez mokhtar"": 0.5, ""café de la poste"": 0.5, ""la fontaine"": 0.5}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le central","2","0.0051","3.0","1.0","0.0","0.5","2","0.0026","unstable","58.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el khayam"": 0.5, ""la medina"": 0.5, ""el ksar"": 0.5, ""café des nattes"": 0.5, ""la kasbah"": 0.5, ""la maison du brik"": 0.5, ""le grand vefour"": 0.5}","True","partial","3.5","101.0","VVF5+6FG, C117, Houmt Souk, Tunisia","+216 25 056 071","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:35:09.457490","False","True","True","False","False","False","False","1","101","False","","","0.5","partial","",""
"le restaurant le corail","5","0.0051","6.0","1.0","0.3333","0.6667","2","0.0026","unstable","79.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la marsa"": 0.5, ""le grand bleu"": 0.5, ""la villa bleue"": 1.0, ""la maison arabe"": 0.5, ""le café de la plage"": 0.5, ""le restaurant de la médina"": 0.5, ""dar el jeld"": 0.5}","True","complete","4.3","36.0","Rue de la Feuille d'Érable, Tunis 1053, Tunisia","+216 58 384 258","http://www.corail-suites.com/restauration.php","Restaurant","4.0","78.0","https://www.tripadvisor.com/Restaurant_Review-g317087-d2619777-Reviews-Le_Corail-Sfax_Sfax_Governorate.html","#2 of 67 Restaurants in Sfax","False","","","","","lecorailsuiteshotel","19661.0","847.0","0.0","Feel at home @ Le Corail Suites Hôtel 🍽️ Gourmet & generous dining 💼 Prime location for business trips 👩🏻‍✈️ Dedicated service always with a smile","lecorailsuiteshotel","26455.0","0.0","0.9","2026-04-17T01:34:33.310913","True","True","True","True","True","True","False","5","114","True","","","0.9","complete","",""
"la maison du pain","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","783.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.5, ""la gourmandine"": 0.5, ""le jardin de la mer"": 0.5, ""le jardin"": 0.5, ""le ciel"": 0.5, ""la perle"": 0.5}","True","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","lamaisondupain_official","4615.0","416.0","0.0","𝓕𝓻𝓪𝓷𝔃ö𝓼𝓲𝓼𝓬𝓱𝓮𝓼 𝓑𝓲𝓼𝓽𝓻𝓸 🇫🇷🍷 𝓟𝓪𝓽𝓲𝓼𝓼𝓮𝓻𝓲𝓮 🥐☕️ 𝓡𝓮𝓼𝓽𝓪𝓾𝓻𝓪𝓷𝓽 🥗🥪 𝓦𝓸𝓱𝓵𝓯ü𝓱𝓵𝓸𝓻𝓽🥰","","","","0.5","2026-04-17T01:32:30.870087","True","True","True","True","False","False","False","3","342","False","","","0.6","partial","",""
"le soummam","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","1144.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le jardin"": 0.5, ""dar el jeld"": 0.5, ""dar kalthoum"": 0.5, ""le clos de sousse"": 0.5, ""le jardin de l'atlas"": 0.5, ""le jardin des oliviers"": 0.5, ""la maison de la photographie"": 0.5, ""la perle"": 0.5}","True","partial","4.7","145.0","WH8F+78M, Unnamed Road, Hammam Sousse, Tunisia","+216 53 127 055","","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:31:41.921300","False","True","True","False","False","False","False","1","145","False","","","0.5","partial","",""
"le chantier","2","0.0051","5.0","1.0","0.0","0.0","2","0.0026","unstable","598.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""chez ali"": 0.5, ""la maison des saveurs"": 0.5, ""el mouradi"": 0.5, ""café de france"": 0.5, ""café des négociants"": 1.0, ""dar el-andalous"": 0.5, ""le jardin de carthage"": 0.5, ""la baie"": 0.5, ""le jardin des sens"": 0.5, ""le clos des oliviers"": 0.5, ""le jardin"": 0.5}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T01:24:58.234214","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Le Chantier sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"la table d'or","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","93.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.5, ""le bistrot de la medina"": 0.5, ""le sultan"": 0.5, ""le jardin"": 0.5, ""la villa bleue"": 0.5}","True","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T13:27:07.600834","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","La Table d'Or sounds like a plausible name for a Tunisian restaurant and is worth retrying to verify."
"le petit prince","2","0.0051","2.0","1.0","0.5","1.0","2","0.0026","unstable","79.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""l'atelier"": 0.5, ""le comptoir"": 0.5, ""le calife"": 0.5, ""la maison de la medina"": 0.5, ""dar el fell"": 0.5, ""la terrasse"": 0.5}","True","partial","4.7","11.0","Rue moncef bey, Hammamet 8050, Tunisia","+216 55 098 863","","Lounge bar, Bar, Restaurant","","","","","False","","","","","lepetitprinceofficiel","","","","","","","","0.5","2026-04-17T01:29:47.902140","False","True","True","True","False","False","False","2","11","False","","","0.5","partial","",""
"café des négociants","2","0.0051","4.0","1.0","0.0","0.5","2","0.0026","unstable","655.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""chez ali"": 0.5, ""la maison des saveurs"": 0.5, ""el mouradi"": 0.5, ""le chantier"": 1.0, ""café de france"": 0.5, ""dar el-andalous"": 0.5, ""le jardin de carthage"": 0.5, ""la baie"": 0.5, ""le jardin des sens"": 0.5, ""le clos des oliviers"": 0.5, ""le jardin"": 0.5}","False","failed","","","","","","","","","","","False","","","","","","","","","","","","","0.0","2026-04-17T13:26:29.161699","False","False","False","False","False","False","False","0","0","False","","","0.2","agent2_failed","retry","Café des Négociants sounds like a plausible name for a Tunisian café or restaurant and is worth retrying to verify."
"la table de la méditerranée","2","0.0051","5.0","1.0","0.0","0.0","2","0.0026","unstable","103.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la marsa"": 0.5, ""la maison arabe"": 1.0, ""la villa bleue"": 0.5, ""le petit château"": 0.5, ""le café de la plage"": 0.5, ""le golfe"": 0.5, ""le grand bleu"": 0.5, ""le restaurant de l'hôtel hasdrubal"": 0.5}","True","complete","4.4","847.0","BP 119 Port El Kantaoui 4089 Sousse, Hammam Sousse 4089, Tunisia","+216 27 135 135","http://www.lemediterranee.com.tn/","Restaurant, Mediterranean restaurant","4.7","19.0","https://www.tripadvisor.com/Restaurant_Review-g488109-d25198783-Reviews-La_Table_De_Tigmi_Ait_Mizane-Imlil_Marrakech_Safi.html","#3 of 15 Restaurants in Imlil","False","","","","","le.mediterranee.restaurant","12826.0","1277.0","0.0","#highgastronomy #restaurant in #sousse","pages","0.0","0.0","0.9","2026-04-17T01:28:26.059043","True","True","True","True","True","True","False","5","866","False","","","0.9","complete","",""
"dar el khemis","3","0.0077","5.0","2.0","0.0","0.3333","3","0.0026","unstable","330.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des arts"": 0.6667, ""dar el jeld"": 0.6667, ""souk el attarine"": 0.3333, ""le jardin"": 0.3333, ""la terrasse"": 0.3333, ""la perle"": 0.3333, ""la table de sousse"": 0.3333, ""le dinar"": 0.3333, ""le clos de sousse"": 0.3333, ""chez ali"": 0.3333, ""café de paris"": 0.3333, ""la marine"": 0.3333, ""green garden"": 0.3333, ""le jardin de carthage"": 0.3333}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
"le bistro du coin","3","0.0077","5.3333","2.0548","0.0","0.3333","3","0.0025","unstable","82.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar el jeld"": 0.3333, ""le grand vefour"": 0.3333, ""le café des nattes"": 0.6667, ""la maison de la méditerranée"": 0.3333, ""le grand café de la marsa"": 0.3333, ""le bistrot de la marsa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""la villa bleue"": 0.3333, ""la villa didon"": 0.3333, ""la mammounia"": 0.3333, ""le grand café de tunis"": 0.3333, ""al fassia"": 0.3333}","True","partial","4.7","3.0","Tanit Center, Tunis 2046, Tunisia","+216 52 287 184","https://www.facebook.com/bistroducoin2022","['Cafe']","","","","","False","","","","","bistroducoin2022","0.0","0.0","0.0","","bistroducoin2022","591.0","0.0","0.5","2026-04-17T01:42:07.654858","True","True","True","True","True","False","False","4","3","False","","","0.7","complete","",""
"le clos des oliviers","4","0.0102","4.75","3.3448","0.25","0.5","2","0.0023","unstable","440.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""chez ali"": 0.25, ""restaurant le cap"": 0.25, ""le mirage"": 0.25, ""la baie"": 0.25, ""le jardin des sens"": 0.25, ""le chantier"": 0.25, ""café des négociants"": 0.25, ""le jardin"": 0.25}","True","partial","4.2","43.0","Touza, Tunisia","+216 54 760 931","","['Restaurant']","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:42:39.421362","False","True","True","False","False","False","False","1","43","False","","","0.5","partial","",""
"le restaurant de la médina","76","0.0077","3.6667","2.357","0.1071","0.6667","2","0.0023","unstable","42.3","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le café de la gare"": 0.3333, ""le bosphore"": 0.3333, ""dar el jem"": 0.3333, ""le corsaire"": 0.3333, ""le petit château"": 0.3333, ""le pirate"": 0.3333, ""le restaurant le corail"": 0.3333, ""la villa bleue"": 0.3333, ""dar el jeld"": 0.3333, ""le restaurant de la plage"": 0.3333, ""le grand vefour"": 0.3333, ""le restaurant le pirate"": 0.3333, ""le café des nattes"": 0.3333}","True","partial","2.5","156.0","9JW7+265, Hammamet, Tunisia","+216 72 281 728","https://www.facebook.com/profile.php?id=61564040461944&mibextid=LQQJ4d","['Restaurant']","4.1","33.0","https://www.tripadvisor.com/Restaurant_Review-g293758-d12095895-Reviews-Restaurant_Lemdina-Tunis_Tunis_Governorate.html","#57 of 353 Restaurants in Tunis","False","","","","","restaurant.lamedina","678.0","107.0","0.0","Cuisine méditerranéenne & marocaine ✨ 🌼Carte de saison 🍽️ Formules express de saison le MIDI 🕦Ouvert 7j/7","resto.elmedina","6464.0","0.0","0.5","2026-04-15T22:46:16.681140","True","True","True","True","True","True","False","3","156","True","","","0.7","complete","",""
"le dinar","3","0.0077","2.6667","2.357","0.6667","0.6667","3","0.0023","unstable","687.3","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le carthage"": 0.3333, ""la maison de la tradition"": 0.3333, ""el mouradi"": 0.6667, ""café des arts"": 0.3333, ""la table de sousse"": 0.3333, ""dar el khemis"": 0.3333, ""dar jilani"": 0.3333, ""dar essafra"": 0.3333}","True","partial","3.1","10.0","Q5XG+V5Q, Tunis, Tunisia","","","Cafe","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T01:43:41.738348","False","False","True","False","False","False","False","0","10","False","","","0.5","partial","",""
"la maison de l'artisan","4","0.0102","3.75","3.6315","0.25","0.75","3","0.0022","unstable","1159.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le jardin de la medina"": 0.5, ""dar jilani"": 0.25, ""el bahri"": 0.5, ""dar el jeld"": 0.25, ""café de france"": 0.25, ""dar jellouli"": 0.25, ""dar aziza"": 0.25}","False","partial","3.9","342.0","5 Rue Omar Ibn Abi Rabiaa, Site archéologique de Carthage 2070, Tunisia","+216 51 427 427","https://lamaison-restaurant.com/","Restaurant","","","","","False","","","","","","","","","","","","","0.5","2026-04-17T13:31:51.187731","True","True","True","False","False","False","False","2","342","True","","","0.5","partial","",""
