"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens","quality_flag","canonical_entity","ranking_position_filled","clean_flag","merge_source"
"P012__qwen-medium__run_5","P012","la terrasse","run_5","1.0","668","ok","la terrasse","1","clean",""
"P012__qwen-medium__run_5","P012","dar el jeld","run_5","2.0","217","ok","dar el jeld","2","flagged",""
"P012__qwen-medium__run_5","P012","le jardin des sens","run_5","3.0","940","ok","le jardin des sens","3","flagged",""
"P012__qwen-medium__run_5","P012","le clos des sables","run_5","4.0","781","ok","le clos des sables","4","flagged",""
"P012__qwen-medium__run_5","P012","al fassia","run_5","5.0","648","ok","al fassia","5","clean",""
"P012__qwen-medium__run_5","P012","le café de paris","run_5","6.0","519","ok","le café de paris","6","clean",""
"P012__qwen-medium__run_5","P012","bistrot de la mer","run_5","7.0","409","ok","le bistrot de la mer","7","flagged","bistrot de la mer"
"P012__llama-large__run_1","P012","dar el jeld","run_1","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-large__run_1","P012","la maison arabe","run_1","2.0","52","ok","la maison arabe","2","flagged",""
"P012__llama-large__run_1","P012","le petit château","run_1","3.0","55","ok","le petit château","3","clean",""
"P012__llama-large__run_1","P012","la mer","run_1","4.0","46","ok","la mer","4","clean",""
"P012__llama-large__run_2","P012","dar el jeld","run_2","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-large__run_2","P012","la medina","run_2","","0","ok","la medina","999","clean",""
"P012__llama-large__run_2","P012","el farouk","run_2","3.0","43","ok","el farouk","3","clean",""
"P012__llama-large__run_2","P012","la kasbah","run_2","4.0","75","ok","la kasbah","4","flagged",""
"P012__llama-large__run_2","P012","le pirate","run_2","5.0","51","ok","le pirate","5","flagged",""
"P012__llama-large__run_2","P012","la maison arabe","run_2","6.0","52","ok","la maison arabe","6","flagged",""
"P012__llama-large__run_2","P012","cafe des nattes","run_2","","0","ok","le cafe des nattes","999","flagged","cafe des nattes"
"P012__llama-large__run_3","P012","dar el jeld","run_3","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-large__run_3","P012","la maison blanche","run_3","2.0","61","ok","la maison blanche","2","flagged",""
"P012__llama-large__run_3","P012","le pirate","run_3","3.0","51","ok","le pirate","3","flagged",""
"P012__llama-large__run_3","P012","la grotte","run_3","4.0","53","ok","la grotte","4","clean",""
"P012__llama-large__run_3","P012","le relais","run_3","5.0","57","ok","le relais","5","clean",""
"P012__llama-large__run_3","P012","la kasbah","run_3","6.0","75","ok","la kasbah","6","flagged",""
"P012__llama-large__run_3","P012","la terrasse","run_3","8.0","668","ok","la terrasse","8","clean",""
"P012__llama-large__run_3","P012","le bistrot","run_3","9.0","47","ok","le bistrot","9","clean",""
"P012__llama-large__run_3","P012","la maison de la médina","run_3","10.0","127","ok","la maison de la médina","10","clean",""
"P012__llama-large__run_4","P012","dar el jeld","run_4","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-large__run_4","P012","la maison blanche","run_4","2.0","61","ok","la maison blanche","2","flagged",""
"P012__llama-large__run_4","P012","café de paris","run_4","3.0","652","ok","café de paris","3","clean",""
"P012__llama-large__run_4","P012","le pirate","run_4","4.0","51","ok","le pirate","4","flagged",""
"P012__llama-large__run_4","P012","el farah","run_4","5.0","69","ok","el farah","5","clean",""
"P012__llama-large__run_4","P012","la villa","run_4","6.0","62","ok","la villa","6","clean",""
"P012__llama-large__run_4","P012","le calypso","run_4","7.0","153","ok","le calypso","7","flagged",""
"P012__llama-large__run_5","P012","dar el jeld","run_5","1.0","217","ok","dar el jeld","1","flagged",""
"P012__llama-large__run_5","P012","el mouradi","run_5","2.0","33","ok","el mouradi","2","clean",""
"P012__llama-large__run_5","P012","café des nattes","run_5","3.0","34","ok","café des nattes","3","clean",""
"P012__llama-large__run_5","P012","la marine","run_5","5.0","555","ok","la marine","5","flagged",""
"P012__llama-large__run_5","P012","le pirate","run_5","6.0","51","ok","le pirate","6","flagged",""
"P013__llama-small__run_1","P013","dar el jeld","run_1","1.0","414","ok","dar el jeld","1","flagged",""
"P013__llama-small__run_1","P013","la kasbah","run_1","4.0","72","ok","la kasbah","4","flagged",""
"P013__llama-small__run_1","P013","la zalabia","run_1","6.0","56","ok","la zalabia","6","clean",""
"P013__llama-small__run_2","P013","dar el jeld","run_2","2.0","414","ok","dar el jeld","2","flagged",""
"P013__llama-small__run_2","P013","la kasbah","run_2","3.0","72","ok","la kasbah","3","flagged",""
"P013__llama-small__run_2","P013","café des nattes","run_2","4.0","39","ok","café des nattes","4","clean",""
"P013__llama-small__run_2","P013","el mouradi","run_2","5.0","512","ok","el mouradi","5","clean",""
"P013__llama-small__run_2","P013","café des arts","run_2","7.0","587","ok","café des arts","7","clean",""
"P013__llama-small__run_2","P013","le grand vefour","run_2","8.0","42","ok","le grand vefour","8","clean",""
"P013__llama-small__run_3","P013","la kasbah","run_3","1.0","72","ok","la kasbah","1","flagged",""
"P013__llama-small__run_3","P013","el mouradi","run_3","2.0","512","ok","el mouradi","2","clean",""
"P013__llama-small__run_3","P013","el hana","run_3","3.0","43","ok","el hana","3","flagged",""
"P013__llama-small__run_4","P013","dar el jeld","run_4","1.0","414","ok","dar el jeld","1","flagged",""
"P013__llama-small__run_4","P013","café mabrouk","run_4","4.0","54","ok","café mabrouk","4","clean",""
"P013__llama-small__run_4","P013","la kasbah","run_4","5.0","72","ok","la kasbah","5","flagged",""
"P013__llama-small__run_5","P013","le dar el jeld","run_5","2.0","47","ok","dar el jeld","2","flagged","le dar el jeld"
"P013__llama-small__run_5","P013","la kasbah","run_5","3.0","72","ok","la kasbah","3","flagged",""
"P013__llama-small__run_5","P013","chez hedi","run_5","4.0","50","ok","chez hedi","4","clean",""
"P013__llama-small__run_5","P013","le petit châtelet","run_5","5.0","84","ok","le petit châtelet","5","clean",""
"P013__qwen-medium__run_1","P013","dar el jeld","run_1","1.0","414","ok","dar el jeld","1","flagged",""
"P013__qwen-medium__run_1","P013","le jardin de la medina","run_1","2.0","1379","ok","le jardin de la medina","2","flagged",""
"P013__qwen-medium__run_1","P013","café des arts","run_1","3.0","587","ok","café des arts","3","clean",""
"P013__qwen-medium__run_1","P013","el mouradi","run_1","4.0","512","ok","el mouradi","4","clean",""
"P013__qwen-medium__run_1","P013","la maison des saveurs","run_1","8.0","449","ok","la maison des saveurs","8","flagged",""
"P013__qwen-medium__run_2","P013","la maison de l'artisan","run_2","2.0","1008","ok","la maison de l'artisan","2","flagged",""
"P013__qwen-medium__run_2","P013","dar jellouli","run_2","4.0","735","ok","dar jellouli","4","clean",""
"P013__qwen-medium__run_2","P013","el bahri","run_2","5.0","597","ok","el bahri","5","clean",""
"P013__qwen-medium__run_2","P013","dar el jeld","run_2","6.0","414","ok","dar el jeld","6","flagged",""
"P013__qwen-medium__run_2","P013","café de france","run_2","7.0","340","ok","café de france","7","clean",""
"P013__qwen-medium__run_3","P013","chez ali","run_3","4.0","527","ok","chez ali","4","clean",""
"P013__qwen-medium__run_3","P013","le souk des epices","run_3","5.0","449","ok","le souk des epices","5","flagged",""
"P013__qwen-medium__run_3","P013","cafe de paris","run_3","","0","ok","cafe de paris","999","flagged",""
"P013__qwen-medium__run_4","P013","dar el jeld","run_4","1.0","414","ok","dar el jeld","1","flagged",""
"P013__qwen-medium__run_4","P013","la fontaine","run_4","3.0","1303","ok","la fontaine","3","clean",""
"P013__qwen-medium__run_4","P013","le jardin","run_4","4.0","961","ok","le jardin","4","clean",""
"P013__qwen-medium__run_4","P013","el mouradi","run_4","6.0","512","ok","el mouradi","6","clean",""
"P013__qwen-medium__run_5","P013","le souk des épices","run_5","2.0","1362","ok","le souk des épices","2","clean",""
"P013__qwen-medium__run_5","P013","la table du marché","run_5","4.0","1059","ok","la table du marché","4","clean",""
"P013__qwen-medium__run_5","P013","dar el jeld","run_5","5.0","414","ok","dar el jeld","5","flagged",""
"P013__qwen-medium__run_5","P013","le jardin","run_5","6.0","961","ok","le jardin","6","clean",""
"P013__qwen-medium__run_5","P013","café des arts","run_5","8.0","587","ok","café des arts","8","clean",""
"P013__llama-large__run_1","P013","dar el jeld","run_1","1.0","414","ok","dar el jeld","1","flagged",""
"P013__llama-large__run_1","P013","le grand vefour","run_1","2.0","42","ok","le grand vefour","2","clean",""
"P013__llama-large__run_1","P013","la maison blanche","run_1","3.0","43","ok","la maison blanche","3","flagged",""
"P013__llama-large__run_1","P013","le pacha","run_1","4.0","39","ok","le pacha","4","flagged",""
"P013__llama-large__run_1","P013","dar slah","run_1","5.0","60","ok","dar slah","5","clean",""
"P013__llama-large__run_1","P013","le café de la médina","run_1","7.0","39","ok","le café de la médina","7","clean",""
"P013__llama-large__run_1","P013","dar zarrouk","run_1","8.0","72","ok","dar zarrouk","8","clean",""
"P013__llama-large__run_1","P013","la kasbah","run_1","9.0","72","ok","la kasbah","9","flagged",""
"P013__llama-large__run_1","P013","le souk","run_1","10.0","106","ok","le souk","10","clean",""
"P013__llama-large__run_2","P013","le grand vefour","run_2","1.0","42","ok","le grand vefour","1","clean",""
"P013__llama-large__run_2","P013","dar el jeld","run_2","2.0","414","ok","dar el jeld","2","flagged",""
"P013__llama-large__run_2","P013","le café de la kasbah","run_2","3.0","56","ok","le café de la kasbah","3","clean",""
"P013__llama-large__run_2","P013","la maison de la medina","run_2","4.0","0","ok","la maison de la medina","4","flagged",""
"P013__llama-large__run_2","P013","el ali","run_2","5.0","46","ok","el ali","5","clean",""
"P013__llama-large__run_2","P013","le bardo","run_2","6.0","46","ok","le bardo","6","clean",""
"P013__llama-large__run_2","P013","dar slah","run_2","7.0","60","ok","dar slah","7","clean",""
"P013__llama-large__run_3","P013","dar el jeld","run_3","1.0","414","ok","dar el jeld","1","flagged",""
"P013__llama-large__run_3","P013","la maison de la medina","run_3","","0","ok","la maison de la medina","999","flagged",""
"P013__llama-large__run_3","P013","cafe des nattes","run_3","","0","ok","le cafe des nattes","999","flagged","cafe des nattes"
"P013__llama-large__run_3","P013","dar slah","run_3","5.0","60","ok","dar slah","5","clean",""
"P013__llama-large__run_3","P013","dar zarrouk","run_3","8.0","72","ok","dar zarrouk","8","clean",""
"P013__llama-large__run_4","P013","dar el jeld","run_4","1.0","414","ok","dar el jeld","1","flagged",""
"P013__llama-large__run_4","P013","la mammounia","run_4","3.0","38","ok","la mammounia","3","flagged",""
"P013__llama-large__run_4","P013","café de paris","run_4","","38","ok","café de paris","999","clean",""
"P013__llama-large__run_4","P013","dar belhadj","run_4","5.0","43","ok","dar belhadj","5","clean",""
"P013__llama-large__run_4","P013","la maison de la medina","run_4","","0","ok","la maison de la medina","999","flagged",""
"P013__llama-large__run_5","P013","le grand vefour","run_5","1.0","42","ok","le grand vefour","1","clean",""
"P013__llama-large__run_5","P013","dar el jeld","run_5","2.0","414","ok","dar el jeld","2","flagged",""
"P013__llama-large__run_5","P013","le café des nattes","run_5","3.0","47","ok","le café des nattes","3","clean",""
"P013__llama-large__run_5","P013","la maison de la médina","run_5","4.0","52","ok","la maison de la médina","4","clean",""
"P013__llama-large__run_5","P013","le restaurant el ali","run_5","5.0","39","ok","le restaurant el ali","5","flagged",""
"P013__llama-large__run_5","P013","dar belhadj","run_5","6.0","43","ok","dar belhadj","6","clean",""
"P014__llama-small__run_2","P014","le relais","run_2","1.0","194","ok","le relais","1","clean",""
"P014__llama-small__run_2","P014","le café des nattes","run_2","2.0","139","ok","le café des nattes","2","clean",""
"P014__llama-small__run_2","P014","le restaurant de la plage","run_2","3.0","88","ok","le restaurant de la plage","3","flagged",""
"P014__llama-small__run_4","P014","la villa bleue","run_4","1.0","54","ok","la villa bleue","1","clean",""
"P014__llama-small__run_4","P014","la villa des orangers","run_4","","180","ok","la villa des orangers","999","clean",""
"P014__llama-small__run_4","P014","la maison bleue","run_4","","484","ok","la maison bleue","999","flagged",""
"P014__llama-small__run_4","P014","la maison des arts","run_4","","97","ok","la maison des arts","999","flagged",""
"P014__llama-small__run_5","P014","la villa des orangers","run_5","1.0","180","ok","la villa des orangers","1","clean",""
"P014__llama-small__run_5","P014","le restaurant de la mer","run_5","4.0","150","ok","le restaurant de la medina","4","flagged","le restaurant de la mer"
"P014__llama-small__run_5","P014","la maison de la mer","run_5","5.0","98","ok","la maison de la mer","5","flagged",""
"P014__qwen-medium__run_1","P014","café des arts","run_1","1.0","1411","ok","café des arts","1","clean",""
"P014__qwen-medium__run_1","P014","le jardin de sidi bou said","run_1","2.0","1097","ok","le jardin de sidi bou said","2","clean",""
"P014__qwen-medium__run_1","P014","la maison des saveurs","run_1","4.0","874","ok","la maison des saveurs","4","flagged",""
"P014__qwen-medium__run_2","P014","café des arts","run_2","1.0","1411","ok","café des arts","1","clean",""
"P014__qwen-medium__run_2","P014","le jardin de sidi bou said","run_2","2.0","1097","ok","le jardin de sidi bou said","2","clean",""
"P014__qwen-medium__run_2","P014","chez mokhtar","run_2","4.0","1036","ok","chez mokhtar","4","clean",""
"P014__qwen-medium__run_3","P014","café de france","run_3","1.0","1290","ok","café de france","1","clean",""
"P014__qwen-medium__run_3","P014","le café de france","run_3","","1290","ok","le café de france","999","clean",""
"P014__qwen-medium__run_3","P014","le jardin de la kasbah","run_3","2.0","1103","ok","le jardin de la kasbah","2","flagged",""
"P014__qwen-medium__run_3","P014","la maison bleue","run_3","3.0","484","ok","la maison bleue","3","flagged",""
"P014__qwen-medium__run_3","P014","le soleil d’or","run_3","4.0","741","ok","le soleil d’or","4","clean",""
"P014__qwen-medium__run_3","P014","dar sousse","run_3","5.0","586","ok","dar sousse","5","clean",""
"P014__qwen-medium__run_4","P014","le jardin","run_4","1.0","916","ok","le jardin","1","clean",""
"P014__qwen-medium__run_4","P014","la terrasse","run_4","2.0","774","ok","la terrasse","2","clean",""
"P014__qwen-medium__run_4","P014","chez lamine","run_4","3.0","629","ok","chez lamine","3","flagged",""
"P014__qwen-medium__run_4","P014","café des épices","run_4","4.0","502","ok","café des épices","4","clean",""
"P014__qwen-medium__run_5","P014","dar el jeld","run_5","1.0","1491","ok","dar el jeld","1","flagged",""
"P014__qwen-medium__run_5","P014","café de la poste","run_5","3.0","1102","ok","café de la poste","3","clean",""
"P014__qwen-medium__run_5","P014","el mouradi","run_5","4.0","934","ok","el mouradi","4","clean",""
"P014__qwen-medium__run_5","P014","le jardin de sidi bou said","run_5","5.0","1097","ok","le jardin de sidi bou said","5","clean",""
"P014__llama-large__run_1","P014","dar zarrouk","run_1","1.0","56","ok","dar zarrouk","1","clean",""
"P014__llama-large__run_1","P014","le pirate","run_1","2.0","50","ok","le pirate","2","flagged",""
"P014__llama-large__run_1","P014","café des nattes","run_1","3.0","57","ok","café des nattes","3","clean",""
"P014__llama-large__run_1","P014","la villa bleue","run_1","4.0","54","ok","la villa bleue","4","clean",""
"P014__llama-large__run_1","P014","le golfe","run_1","5.0","49","ok","le golfe","5","clean",""
"P014__llama-large__run_1","P014","dar el fell","run_1","6.0","54","ok","dar el fell","6","flagged",""
"P014__llama-large__run_1","P014","le petit château","run_1","7.0","108","ok","le petit château","7","clean",""
"P014__llama-large__run_2","P014","dar zarrouk","run_2","1.0","56","ok","dar zarrouk","1","clean",""
"P014__llama-large__run_2","P014","café des nattes","run_2","2.0","57","ok","café des nattes","2","clean",""
"P014__llama-large__run_2","P014","la villa bleue","run_2","3.0","54","ok","la villa bleue","3","clean",""
"P014__llama-large__run_2","P014","le pirate","run_2","4.0","50","ok","le pirate","4","flagged",""
"P014__llama-large__run_2","P014","café sidi chabaane","run_2","5.0","51","ok","café sidi chabaane","5","clean",""
"P014__llama-large__run_2","P014","dar el fell","run_2","6.0","54","ok","dar el fell","6","flagged",""
"P014__llama-large__run_2","P014","la maison de la méditerranée","run_2","7.0","82","ok","la maison de la méditerranée","7","clean",""
"P014__llama-large__run_3","P014","dar zarrouk","run_3","1.0","56","ok","dar zarrouk","1","clean",""
"P014__llama-large__run_3","P014","café des nattes","run_3","2.0","57","ok","café des nattes","2","clean",""
"P014__llama-large__run_3","P014","la villa bleue","run_3","3.0","54","ok","la villa bleue","3","clean",""
"P014__llama-large__run_3","P014","le pirate","run_3","4.0","50","ok","le pirate","4","flagged",""
"P014__llama-large__run_3","P014","dar el fell","run_3","5.0","54","ok","dar el fell","5","flagged",""
"P014__llama-large__run_3","P014","café sidi chabaane","run_3","6.0","51","ok","café sidi chabaane","6","clean",""
"P014__llama-large__run_3","P014","la maison de la méditerranée","run_3","7.0","82","ok","la maison de la méditerranée","7","clean",""
"P014__llama-large__run_3","P014","le grand bleu","run_3","8.0","94","ok","le grand bleu","8","flagged",""
"P014__llama-large__run_4","P014","dar zarrouk","run_4","1.0","56","ok","dar zarrouk","1","clean",""
"P014__llama-large__run_4","P014","café des nattes","run_4","2.0","57","ok","café des nattes","2","clean",""
"P014__llama-large__run_4","P014","la villa bleue","run_4","3.0","54","ok","la villa bleue","3","clean",""
"P014__llama-large__run_4","P014","le pirate","run_4","4.0","50","ok","le pirate","4","flagged",""
"P014__llama-large__run_4","P014","dar el fell","run_4","5.0","54","ok","dar el fell","5","flagged",""
"P014__llama-large__run_4","P014","café sidi chabaane","run_4","6.0","51","ok","café sidi chabaane","6","clean",""
"P014__llama-large__run_4","P014","la maison blanche","run_4","7.0","118","ok","la maison blanche","7","flagged",""
"P014__llama-large__run_5","P014","dar zarrouk","run_5","1.0","56","ok","dar zarrouk","1","clean",""
"P014__llama-large__run_5","P014","café des nattes","run_5","2.0","57","ok","café des nattes","2","clean",""
"P014__llama-large__run_5","P014","la villa bleue","run_5","3.0","54","ok","la villa bleue","3","clean",""
"P014__llama-large__run_5","P014","le pirate","run_5","4.0","50","ok","le pirate","4","flagged",""
"P014__llama-large__run_5","P014","dar el fell","run_5","5.0","54","ok","dar el fell","5","flagged",""
"P014__llama-large__run_5","P014","café sidi chabaane","run_5","6.0","51","ok","café sidi chabaane","6","clean",""
"P014__llama-large__run_5","P014","la maison blanche","run_5","7.0","118","ok","la maison blanche","7","flagged",""
"P015__llama-small__run_1","P015","le café de la place","run_1","3.0","59","ok","le café de la place","3","clean",""
"P015__llama-small__run_1","P015","la maison des arts","run_1","7.0","55","ok","la maison des arts","7","flagged",""
"P015__llama-small__run_2","P015","chez ali","run_2","2.0","312","ok","chez ali","2","clean",""
"P015__llama-small__run_2","P015","dar el jedid","run_2","3.0","56","ok","dar el jedid","3","flagged",""
"P015__llama-small__run_3","P015","dar el jeld","run_3","1.0","264","ok","dar el jeld","1","flagged",""
"P015__llama-small__run_3","P015","la kasbah","run_3","2.0","60","ok","la kasbah","2","flagged",""
"P015__llama-small__run_3","P015","le patio","run_3","3.0","46","ok","le patio","3","clean",""
"P015__llama-small__run_3","P015","la terrasse","run_3","4.0","371","ok","la terrasse","4","clean",""
"P015__llama-small__run_3","P015","la medina","run_3","5.0","116","ok","la medina","5","clean",""
"P015__llama-small__run_4","P015","dar el jeld","run_4","1.0","264","ok","dar el jeld","1","flagged",""
"P015__llama-small__run_4","P015","la kasbah","run_4","2.0","60","ok","la kasbah","2","flagged",""
"P015__llama-small__run_4","P015","el ksar","run_4","3.0","55","ok","el ksar","3","clean",""
"P015__llama-small__run_4","P015","la medina","run_4","4.0","116","ok","la medina","4","clean",""
"P015__llama-small__run_5","P015","dar el jeld","run_5","1.0","264","ok","dar el jeld","1","flagged",""
"P015__llama-small__run_5","P015","la kasbah","run_5","2.0","60","ok","la kasbah","2","flagged",""
"P015__llama-small__run_5","P015","cafe des nattes","run_5","4.0","0","ok","le cafe des nattes","4","flagged","cafe des nattes"
"P015__qwen-medium__run_1","P015","la fontaine","run_1","1.0","1397","ok","la fontaine","1","clean",""
"P015__qwen-medium__run_1","P015","chez mokhtar","run_1","3.0","1149","ok","chez mokhtar","3","clean",""
"P015__qwen-medium__run_1","P015","café de la poste","run_1","5.0","874","ok","café de la poste","5","clean",""
"P015__qwen-medium__run_1","P015","dar sousse","run_1","7.0","653","ok","dar sousse","7","clean",""
"P015__qwen-medium__run_2","P015","dar el jeld","run_2","1.0","264","ok","dar el jeld","1","flagged",""
"P015__qwen-medium__run_2","P015","el mouradi","run_2","3.0","905","ok","el mouradi","3","clean",""
"P015__qwen-medium__run_3","P015","le jardin de la medina","run_3","3.0","1075","ok","le jardin de la medina","3","flagged",""
"P015__qwen-medium__run_3","P015","chez lamine","run_3","4.0","962","ok","chez lamine","4","flagged",""
"P015__qwen-medium__run_3","P015","la tonnelle","run_3","5.0","833","ok","la tonnelle","5","clean",""
"P015__qwen-medium__run_3","P015","café de paris","run_3","6.0","696","ok","café de paris","6","clean",""
"P015__qwen-medium__run_3","P015","dar djerbi","run_3","8.0","368","ok","dar djerbi","8","clean",""
"P015__qwen-medium__run_4","P015","café de l'europe","run_4","1.0","1321","ok","café de l'europe","1","clean",""
"P015__qwen-medium__run_4","P015","le jardin de sousse","run_4","2.0","1036","ok","le jardin de sousse","2","flagged",""
"P015__qwen-medium__run_4","P015","la terrasse","run_4","6.0","371","ok","la terrasse","6","clean",""
"P015__qwen-medium__run_5","P015","la maison de la medina","run_5","2.0","425","ok","la maison de la medina","2","flagged",""
"P015__qwen-medium__run_5","P015","café des arts","run_5","3.0","691","ok","café des arts","3","clean",""
"P015__qwen-medium__run_5","P015","chez ali","run_5","4.0","312","ok","chez ali","4","clean",""
"P015__llama-large__run_1","P015","café des nattes","run_1","1.0","43","ok","café des nattes","1","clean",""
"P015__llama-large__run_1","P015","le comptoir","run_1","3.0","37","ok","le comptoir","3","clean",""
"P015__llama-large__run_1","P015","café de la medina","run_1","4.0","0","ok","café de la medina","4","clean",""
"P015__llama-large__run_1","P015","le patio","run_1","6.0","46","ok","le patio","6","clean",""
"P015__llama-large__run_2","P015","dar el jeld","run_2","1.0","264","ok","dar el jeld","1","flagged",""
"P015__llama-large__run_2","P015","le grand vefour","run_2","2.0","35","ok","le grand vefour","2","clean",""
"P015__llama-large__run_2","P015","la maison arabe","run_2","3.0","35","ok","la maison arabe","3","flagged",""
"P015__llama-large__run_2","P015","café des nattes","run_2","4.0","43","ok","café des nattes","4","clean",""
"P015__llama-large__run_2","P015","pâtisserie el hana","run_2","5.0","36","ok","pâtisserie el hana","5","clean",""
"P015__llama-large__run_2","P015","café de la medina","run_2","","0","ok","café de la medina","999","clean",""
"P015__llama-large__run_3","P015","le café des nattes","run_3","2.0","38","ok","le café des nattes","2","clean",""
"P015__llama-large__run_3","P015","la maison de la medina","run_3","3.0","425","ok","la maison de la medina","3","flagged",""
"P015__llama-large__run_4","P015","dar el jaziri","run_4","1.0","35","ok","dar el jaziri","1","clean",""
"P015__llama-large__run_4","P015","le café des nattes","run_4","2.0","38","ok","le café des nattes","2","clean",""
"P015__llama-large__run_4","P015","la maison de la médina","run_4","3.0","44","ok","la maison de la médina","3","clean",""
"P015__llama-large__run_4","P015","le café de la médina","run_4","4.0","39","ok","le café de la médina","4","clean",""
"P015__llama-large__run_5","P015","dar el jeld","run_5","1.0","264","ok","dar el jeld","1","flagged",""
"P015__llama-large__run_5","P015","la maison blanche","run_5","3.0","56","ok","la maison blanche","3","flagged",""
"P015__llama-large__run_5","P015","café des nattes","run_5","4.0","43","ok","café des nattes","4","clean",""
"P015__llama-large__run_5","P015","pâtisserie el hana","run_5","5.0","36","ok","pâtisserie el hana","5","clean",""
"P016__llama-small__run_1","P016","la kasbah","run_1","1.0","64","ok","la kasbah","1","flagged",""
"P016__llama-small__run_1","P016","le zitouna","run_1","3.0","56","ok","le zitouna","3","flagged",""
"P016__llama-small__run_1","P016","le café des nattes","run_1","4.0","90","ok","le café des nattes","4","clean",""
"P016__llama-small__run_1","P016","la maison blanche","run_1","5.0","116","ok","la maison blanche","5","flagged",""
"P016__llama-small__run_2","P016","la kasbah","run_2","1.0","64","ok","la kasbah","1","flagged",""
"P016__llama-small__run_2","P016","le bardo","run_2","2.0","45","ok","le bardo","2","clean",""
"P016__llama-small__run_2","P016","le zitouna","run_2","3.0","56","ok","le zitouna","3","flagged",""
"P016__llama-small__run_2","P016","le dar el jeld","run_2","4.0","97","ok","dar el jeld","4","flagged","le dar el jeld"
"P016__llama-small__run_2","P016","le café des nattes","run_2","5.0","90","ok","le café des nattes","5","clean",""
"P016__llama-small__run_4","P016","la ghriba","run_4","1.0","61","ok","la ghriba","1","clean",""
"P016__llama-small__run_4","P016","la kasbah","run_4","2.0","64","ok","la kasbah","2","flagged",""
"P016__llama-small__run_4","P016","le relais de la medina","run_4","","0","ok","le relais de la medina","999","flagged",""
"P016__llama-small__run_4","P016","le jardin de la kasbah","run_4","5.0","86","ok","le jardin de la kasbah","5","flagged",""
"P016__llama-small__run_5","P016","la kasbah","run_5","1.0","64","ok","la kasbah","1","flagged",""
"P016__llama-small__run_5","P016","le grand vefour","run_5","3.0","68","ok","le grand vefour","3","clean",""
"P016__qwen-medium__run_1","P016","le jardin de sousse","run_1","1.0","1277","ok","le jardin de sousse","1","flagged",""
"P016__qwen-medium__run_1","P016","dar el jeld","run_1","6.0","437","ok","dar el jeld","6","flagged",""
"P016__qwen-medium__run_2","P016","dar el jeld","run_2","3.0","437","ok","dar el jeld","3","flagged",""
"P016__qwen-medium__run_2","P016","la perle","run_2","4.0","1011","ok","la perle","4","flagged",""
"P016__qwen-medium__run_2","P016","le phare","run_2","6.0","532","ok","le phare","6","flagged",""
"P016__qwen-medium__run_3","P016","le jardin de la medina","run_3","","0","ok","le jardin de la medina","999","flagged",""
"P016__qwen-medium__run_4","P016","dar el-andalou","run_4","4.0","771","ok","dar el-andalous","4","clean","dar el-andalou"
"P016__llama-large__run_1","P016","le grand vefour","run_1","1.0","68","ok","le grand vefour","1","clean",""
"P016__llama-large__run_1","P016","la villa didon","run_1","2.0","56","ok","la villa didon","2","clean",""
"P016__llama-large__run_1","P016","le dar el jeld","run_1","4.0","97","ok","dar el jeld","4","flagged","le dar el jeld"
"P016__llama-large__run_2","P016","le grand café de la gare","run_2","1.0","57","ok","le grand café de la gare","1","clean",""
"P016__llama-large__run_2","P016","dar el jeld","run_2","2.0","437","ok","dar el jeld","2","flagged",""
"P016__llama-large__run_2","P016","la villa bleue","run_2","3.0","50","ok","la villa bleue","3","clean",""
"P016__llama-large__run_2","P016","le pirate","run_2","4.0","49","ok","le pirate","4","flagged",""
"P016__llama-large__run_2","P016","la maison arabe","run_2","5.0","140","ok","la maison arabe","5","flagged",""
"P016__llama-large__run_3","P016","la maison arabe","run_3","6.0","140","ok","la maison arabe","6","flagged",""
"P016__llama-large__run_3","P016","le dar el jeld","run_3","5.0","97","ok","dar el jeld","5","flagged","le dar el jeld"
"P016__llama-large__run_4","P016","le grand vefour","run_4","1.0","68","ok","le grand vefour","1","clean",""
"P016__llama-large__run_4","P016","dar el jeld","run_4","2.0","437","ok","dar el jeld","2","flagged",""
"P016__llama-large__run_4","P016","le rest'ô","run_4","3.0","62","ok","le rest'ô","3","clean",""
"P016__llama-large__run_5","P016","le restaurant de la médina","run_5","2.0","46","ok","le restaurant de la médina","2","clean",""
"P016__llama-large__run_5","P016","le dar el jeld","run_5","3.0","97","ok","dar el jeld","3","flagged","le dar el jeld"
"P016__llama-large__run_5","P016","la villa bleue","run_5","4.0","50","ok","la villa bleue","4","clean",""
"P016__llama-large__run_5","P016","le restaurant le corail","run_5","5.0","74","ok","le restaurant le corail","5","flagged",""
"P017__llama-small__run_1","P017","la medina","run_1","2.0","94","ok","la medina","2","clean",""
"P017__llama-small__run_1","P017","la badira","run_1","5.0","112","ok","la badira","5","flagged",""
"P017__llama-small__run_2","P017","la maison blanche","run_2","1.0","150","ok","la maison blanche","1","flagged",""
"P017__llama-small__run_2","P017","le relais","run_2","3.0","106","ok","le relais","3","clean",""
"P017__llama-small__run_3","P017","la medina","run_3","1.0","94","ok","la medina","1","clean",""
