"response_id","prompt_id","entity","run_id","ranking_position","description_length_tokens"
"P013__llama-small__run_1","P013","ksar ezzitouna","run_1","7.0","48"
"P013__llama-small__run_1","P013","le central café","run_1","8.0","52"
"P013__llama-small__run_1","P013","la terrasse de la kasbah","run_1","9.0","54"
"P013__llama-small__run_1","P013","le jardin des dames","run_1","10.0","90"
"P013__llama-small__run_2","P013","chez zouhour","run_2","1.0","47"
"P013__llama-small__run_2","P013","dar el jeld","run_2","2.0","414"
"P013__llama-small__run_2","P013","la kasbah","run_2","3.0","72"
"P013__llama-small__run_2","P013","café des nattes","run_2","4.0","39"
"P013__llama-small__run_2","P013","el mouradi","run_2","5.0","512"
"P013__llama-small__run_2","P013","le dar bel air","run_2","6.0","49"
"P013__llama-small__run_2","P013","café des arts","run_2","7.0","587"
"P013__llama-small__run_2","P013","le grand vefour","run_2","8.0","42"
"P013__llama-small__run_2","P013","la maison de la culture","run_2","9.0","53"
"P013__llama-small__run_2","P013","café des historiques","run_2","10.0","87"
"P013__llama-small__run_3","P013","la kasbah","run_3","1.0","72"
"P013__llama-small__run_3","P013","el mouradi","run_3","2.0","512"
"P013__llama-small__run_3","P013","el hana","run_3","3.0","43"
"P013__llama-small__run_4","P013","dar el jeld","run_4","1.0","414"
"P013__llama-small__run_4","P013","dar beladhra","run_4","2.0","59"
"P013__llama-small__run_4","P013","el khawarizmi","run_4","3.0","68"
"P013__llama-small__run_4","P013","café mabrouk","run_4","4.0","54"
"P013__llama-small__run_4","P013","la kasbah","run_4","5.0","72"
"P013__llama-small__run_5","P013","chez brahim","run_5","1.0","51"
"P013__llama-small__run_5","P013","le dar el jeld","run_5","2.0","47"
"P013__llama-small__run_5","P013","la kasbah","run_5","3.0","72"
"P013__llama-small__run_5","P013","chez hedi","run_5","4.0","50"
"P013__llama-small__run_5","P013","le petit châtelet","run_5","5.0","84"
"P013__qwen-medium__run_1","P013","dar el jeld","run_1","1.0","414"
"P013__qwen-medium__run_1","P013","le jardin de la medina","run_1","2.0","1379"
"P013__qwen-medium__run_1","P013","café des arts","run_1","3.0","587"
"P013__qwen-medium__run_1","P013","el mouradi","run_1","4.0","512"
"P013__qwen-medium__run_1","P013","le clos des epices","run_1","5.0","890"
"P013__qwen-medium__run_1","P013","al farouk","run_1","6.0","737"
"P013__qwen-medium__run_1","P013","le jardin de l'hippodrome","run_1","7.0","0"
"P013__qwen-medium__run_1","P013","la maison des saveurs","run_1","8.0","449"
"P013__qwen-medium__run_2","P013","le jardin de l'attarine","run_2","1.0","1141"
"P013__qwen-medium__run_2","P013","la maison de l'artisan","run_2","2.0","1008"
"P013__qwen-medium__run_2","P013","chez chams","run_2","3.0","859"
"P013__qwen-medium__run_2","P013","dar jellouli","run_2","4.0","735"
"P013__qwen-medium__run_2","P013","el bahri","run_2","5.0","597"
"P013__qwen-medium__run_2","P013","dar el jeld","run_2","6.0","414"
"P013__qwen-medium__run_2","P013","café de france","run_2","7.0","340"
"P013__qwen-medium__run_3","P013","la terrasse du ryad dar jelloud","run_3","1.0","869"
"P013__qwen-medium__run_3","P013","le grand hôtel de la medina","run_3","","0"
"P013__qwen-medium__run_3","P013","sahbi","run_3","3.0","619"
"P013__qwen-medium__run_3","P013","chez ali","run_3","4.0","527"
"P013__qwen-medium__run_3","P013","le souk des epices","run_3","5.0","449"
"P013__qwen-medium__run_3","P013","cafe de paris","run_3","","0"
"P013__qwen-medium__run_3","P013","dar el moudjahid","run_3","6.0","346"
"P013__qwen-medium__run_3","P013","dar kheireddine","run_3","7.0","258"
"P013__qwen-medium__run_4","P013","dar el jeld","run_4","1.0","414"
"P013__qwen-medium__run_4","P013","le comptoir de la medina","run_4","2.0","1474"
"P013__qwen-medium__run_4","P013","la fontaine","run_4","3.0","1303"
"P013__qwen-medium__run_4","P013","le jardin","run_4","4.0","961"
"P013__qwen-medium__run_4","P013","chez chedly","run_4","5.0","1003"
"P013__qwen-medium__run_4","P013","el mouradi","run_4","6.0","512"
"P013__qwen-medium__run_4","P013","le gourmand","run_4","7.0","765"
"P013__qwen-medium__run_4","P013","la taverne du baccouche","run_4","8.0","641"
"P013__qwen-medium__run_4","P013","la ferme du baccouche","run_4","9.0","517"
"P013__qwen-medium__run_4","P013","les petits plats du baccouche","run_4","10.0","376"
"P013__qwen-medium__run_5","P013","le grand café de la goutte d'or","run_5","1.0","1521"
"P013__qwen-medium__run_5","P013","le souk des épices","run_5","2.0","1362"
"P013__qwen-medium__run_5","P013","l'aromat","run_5","3.0","0"
"P013__qwen-medium__run_5","P013","la table du marché","run_5","4.0","1059"
"P013__qwen-medium__run_5","P013","dar el jeld","run_5","5.0","414"
"P013__qwen-medium__run_5","P013","le jardin","run_5","6.0","961"
"P013__qwen-medium__run_5","P013","le marché de la nuit","run_5","7.0","629"
"P013__qwen-medium__run_5","P013","café des arts","run_5","8.0","587"
"P013__qwen-medium__run_5","P013","sousse à tunis","run_5","9.0","389"
"P013__qwen-medium__run_5","P013","le chai des épices","run_5","","0"
"P013__llama-large__run_1","P013","dar el jeld","run_1","1.0","414"
"P013__llama-large__run_1","P013","le grand vefour","run_1","2.0","42"
"P013__llama-large__run_1","P013","la maison blanche","run_1","3.0","43"
"P013__llama-large__run_1","P013","le pacha","run_1","4.0","39"
"P013__llama-large__run_1","P013","dar slah","run_1","5.0","60"
"P013__llama-large__run_1","P013","la boussole","run_1","6.0","39"
"P013__llama-large__run_1","P013","le café de la médina","run_1","7.0","39"
"P013__llama-large__run_1","P013","dar zarrouk","run_1","8.0","72"
"P013__llama-large__run_1","P013","la kasbah","run_1","9.0","72"
"P013__llama-large__run_1","P013","le souk","run_1","10.0","106"
"P013__llama-large__run_2","P013","le grand vefour","run_2","1.0","42"
"P013__llama-large__run_2","P013","dar el jeld","run_2","2.0","414"
"P013__llama-large__run_2","P013","le café de la kasbah","run_2","3.0","56"
"P013__llama-large__run_2","P013","la maison de la medina","run_2","4.0","0"
"P013__llama-large__run_2","P013","el ali","run_2","5.0","46"
"P013__llama-large__run_2","P013","le bardo","run_2","6.0","46"
"P013__llama-large__run_2","P013","dar slah","run_2","7.0","60"
"P013__llama-large__run_3","P013","dar el jeld","run_3","1.0","414"
"P013__llama-large__run_3","P013","la maison de la medina","run_3","","0"
"P013__llama-large__run_3","P013","cafe des nattes","run_3","","0"
"P013__llama-large__run_3","P013","dar slah","run_3","5.0","60"
"P013__llama-large__run_3","P013","dar zarrouk","run_3","8.0","72"
"P013__llama-large__run_4","P013","dar el jeld","run_4","1.0","414"
"P013__llama-large__run_4","P013","la mammounia","run_4","3.0","38"
"P013__llama-large__run_4","P013","café de paris","run_4","","38"
"P013__llama-large__run_4","P013","dar belhadj","run_4","5.0","43"
"P013__llama-large__run_4","P013","restaurant des épices","run_4","","37"
"P013__llama-large__run_4","P013","la maison de la medina","run_4","","0"
"P013__llama-large__run_4","P013","bistrot de la medina","run_4","","0"
"P013__llama-large__run_5","P013","le grand vefour","run_5","1.0","42"
"P013__llama-large__run_5","P013","dar el jeld","run_5","2.0","414"
"P013__llama-large__run_5","P013","le café des nattes","run_5","3.0","47"
"P013__llama-large__run_5","P013","la maison de la médina","run_5","4.0","52"
"P013__llama-large__run_5","P013","le restaurant el ali","run_5","5.0","39"
"P013__llama-large__run_5","P013","dar belhadj","run_5","6.0","43"
"P013__llama-large__run_5","P013","le café sidi bou mendil","run_5","7.0","94"
"P014__llama-small__run_2","P014","le relais","run_2","1.0","194"
"P014__llama-small__run_2","P014","le café des nattes","run_2","2.0","139"
"P014__llama-small__run_2","P014","le restaurant de la plage","run_2","3.0","88"
"P014__llama-small__run_4","P014","la villa bleue","run_4","1.0","54"
"P014__llama-small__run_4","P014","la villa des orangers","run_4","","180"
"P014__llama-small__run_4","P014","la maison bleue","run_4","","484"
"P014__llama-small__run_4","P014","la villa des pins","run_4","","35"
"P014__llama-small__run_4","P014","la maison des arts","run_4","","97"
"P014__llama-small__run_5","P014","la villa des orangers","run_5","1.0","180"
"P014__llama-small__run_5","P014","la cascade","run_5","2.0","252"
"P014__llama-small__run_5","P014","le petit chalet","run_5","3.0","202"
"P014__llama-small__run_5","P014","le restaurant de la mer","run_5","4.0","150"
"P014__llama-small__run_5","P014","la maison de la mer","run_5","5.0","98"
"P014__qwen-medium__run_1","P014","café des arts","run_1","1.0","1411"
"P014__qwen-medium__run_1","P014","le jardin de sidi bou said","run_1","2.0","1097"
"P014__qwen-medium__run_1","P014","chez rahma","run_1","3.0","988"
"P014__qwen-medium__run_1","P014","la maison des saveurs","run_1","4.0","874"
"P014__qwen-medium__run_1","P014","le bistrot du marché","run_1","5.0","759"
"P014__qwen-medium__run_1","P014","restaurant dar el-andalou","run_1","6.0","653"
"P014__qwen-medium__run_1","P014","chez slim (la maison de slimane)","run_1","7.0","525"
"P014__qwen-medium__run_1","P014","le jardin de la sultane","run_1","8.0","405"
"P014__qwen-medium__run_2","P014","café des arts","run_2","1.0","1411"
"P014__qwen-medium__run_2","P014","le jardin de sidi bou said","run_2","2.0","1097"
"P014__qwen-medium__run_2","P014","la table de sidi bou said","run_2","3.0","1208"
"P014__qwen-medium__run_2","P014","chez mokhtar","run_2","4.0","1036"
"P014__qwen-medium__run_2","P014","les bains de carthage","run_2","5.0","881"
"P014__qwen-medium__run_2","P014","la maison de la fontaine","run_2","6.0","721"
"P014__qwen-medium__run_2","P014","le riad des oliviers","run_2","7.0","565"
"P014__qwen-medium__run_3","P014","café de france","run_3","1.0","1290"
"P014__qwen-medium__run_3","P014","le café de france","run_3","","1290"
"P014__qwen-medium__run_3","P014","le jardin de la kasbah","run_3","2.0","1103"
"P014__qwen-medium__run_3","P014","la maison bleue","run_3","3.0","484"
"P014__qwen-medium__run_3","P014","le restaurant de la maison bleue","run_3","","930"
"P014__qwen-medium__run_3","P014","le soleil d’or","run_3","4.0","741"
"P014__qwen-medium__run_3","P014","dar sousse","run_3","5.0","586"
"P014__qwen-medium__run_3","P014","café de l’horloge","run_3","6.0","454"
"P014__qwen-medium__run_4","P014","le jardin","run_4","1.0","916"
"P014__qwen-medium__run_4","P014","la terrasse","run_4","2.0","774"
"P014__qwen-medium__run_4","P014","chez lamine","run_4","3.0","629"
"P014__qwen-medium__run_4","P014","café des épices","run_4","4.0","502"
"P014__qwen-medium__run_4","P014","le caprice","run_4","5.0","368"
"P014__qwen-medium__run_5","P014","dar el jeld","run_5","1.0","1491"
"P014__qwen-medium__run_5","P014","la terrasse de dar el jeld","run_5","2.0","1270"
"P014__qwen-medium__run_5","P014","café de la poste","run_5","3.0","1102"
"P014__qwen-medium__run_5","P014","el mouradi","run_5","4.0","934"
"P014__qwen-medium__run_5","P014","le jardin de sidi bou said","run_5","5.0","1097"
"P014__qwen-medium__run_5","P014","el khemis","run_5","6.0","634"
"P014__qwen-medium__run_5","P014","brik el khemis","run_5","7.0","502"
"P014__llama-large__run_1","P014","dar zarrouk","run_1","1.0","56"
"P014__llama-large__run_1","P014","le pirate","run_1","2.0","50"
"P014__llama-large__run_1","P014","café des nattes","run_1","3.0","57"
"P014__llama-large__run_1","P014","la villa bleue","run_1","4.0","54"
"P014__llama-large__run_1","P014","le golfe","run_1","5.0","49"
"P014__llama-large__run_1","P014","dar el fell","run_1","6.0","54"
"P014__llama-large__run_1","P014","le petit château","run_1","7.0","108"
"P014__llama-large__run_2","P014","dar zarrouk","run_2","1.0","56"
"P014__llama-large__run_2","P014","café des nattes","run_2","2.0","57"
"P014__llama-large__run_2","P014","la villa bleue","run_2","3.0","54"
"P014__llama-large__run_2","P014","le pirate","run_2","4.0","50"
"P014__llama-large__run_2","P014","café sidi chabaane","run_2","5.0","51"
"P014__llama-large__run_2","P014","dar el fell","run_2","6.0","54"
"P014__llama-large__run_2","P014","la maison de la méditerranée","run_2","7.0","82"
"P014__llama-large__run_3","P014","dar zarrouk","run_3","1.0","56"
"P014__llama-large__run_3","P014","café des nattes","run_3","2.0","57"
"P014__llama-large__run_3","P014","la villa bleue","run_3","3.0","54"
"P014__llama-large__run_3","P014","le pirate","run_3","4.0","50"
"P014__llama-large__run_3","P014","dar el fell","run_3","5.0","54"
"P014__llama-large__run_3","P014","café sidi chabaane","run_3","6.0","51"
"P014__llama-large__run_3","P014","la maison de la méditerranée","run_3","7.0","82"
"P014__llama-large__run_3","P014","le grand bleu","run_3","8.0","94"
"P014__llama-large__run_4","P014","dar zarrouk","run_4","1.0","56"
"P014__llama-large__run_4","P014","café des nattes","run_4","2.0","57"
"P014__llama-large__run_4","P014","la villa bleue","run_4","3.0","54"
"P014__llama-large__run_4","P014","le pirate","run_4","4.0","50"
"P014__llama-large__run_4","P014","dar el fell","run_4","5.0","54"
"P014__llama-large__run_4","P014","café sidi chabaane","run_4","6.0","51"
"P014__llama-large__run_4","P014","la maison blanche","run_4","7.0","118"
"P014__llama-large__run_5","P014","dar zarrouk","run_5","1.0","56"
"P014__llama-large__run_5","P014","café des nattes","run_5","2.0","57"
"P014__llama-large__run_5","P014","la villa bleue","run_5","3.0","54"
"P014__llama-large__run_5","P014","le pirate","run_5","4.0","50"
"P014__llama-large__run_5","P014","dar el fell","run_5","5.0","54"
"P014__llama-large__run_5","P014","café sidi chabaane","run_5","6.0","51"
"P014__llama-large__run_5","P014","la maison blanche","run_5","7.0","118"
"P015__llama-small__run_1","P015","le dar el chaba","run_1","1.0","52"
"P015__llama-small__run_1","P015","la maison de la mère","run_1","2.0","50"
"P015__llama-small__run_1","P015","le café de la place","run_1","3.0","59"
"P015__llama-small__run_1","P015","la taverne du marché","run_1","4.0","46"
"P015__llama-small__run_1","P015","le restaurant de la place du souk","run_1","5.0","45"
"P015__llama-small__run_1","P015","le café de la ville","run_1","6.0","57"
"P015__llama-small__run_1","P015","la maison des arts","run_1","7.0","55"
"P015__llama-small__run_1","P015","le restaurant du marché","run_1","8.0","49"
"P015__llama-small__run_1","P015","la taverne de la place","run_1","9.0","56"
"P015__llama-small__run_1","P015","le café de la rue","run_1","10.0","113"
"P015__llama-small__run_2","P015","chez ali","run_2","2.0","312"
"P015__llama-small__run_2","P015","dar el jedid","run_2","3.0","56"
"P015__llama-small__run_2","P015","la table de sfax","run_2","4.0","37"
"P015__llama-small__run_2","P015","chez zied","run_2","5.0","52"
"P015__llama-small__run_2","P015","le café de la mosquée","run_2","6.0","97"
"P015__llama-small__run_3","P015","dar el jeld","run_3","1.0","264"
"P015__llama-small__run_3","P015","la kasbah","run_3","2.0","60"
"P015__llama-small__run_3","P015","le patio","run_3","3.0","46"
"P015__llama-small__run_3","P015","la terrasse","run_3","4.0","371"
"P015__llama-small__run_3","P015","la medina","run_3","5.0","116"
"P015__llama-small__run_4","P015","dar el jeld","run_4","1.0","264"
"P015__llama-small__run_4","P015","la kasbah","run_4","2.0","60"
"P015__llama-small__run_4","P015","el ksar","run_4","3.0","55"
"P015__llama-small__run_4","P015","la medina","run_4","4.0","116"
"P015__llama-small__run_4","P015","el jazira","run_4","5.0","120"
"P015__llama-small__run_5","P015","dar el jeld","run_5","1.0","264"
"P015__llama-small__run_5","P015","la kasbah","run_5","2.0","60"
"P015__llama-small__run_5","P015","bab el bahr","run_5","3.0","63"
"P015__llama-small__run_5","P015","cafe des nattes","run_5","4.0","0"
"P015__llama-small__run_5","P015","dar el ghandour","run_5","5.0","133"
"P015__qwen-medium__run_1","P015","la fontaine","run_1","1.0","1397"
"P015__qwen-medium__run_1","P015","le jardin des épices","run_1","2.0","1271"
"P015__qwen-medium__run_1","P015","chez mokhtar","run_1","3.0","1149"
"P015__qwen-medium__run_1","P015","café de la poste","run_1","5.0","874"
"P015__qwen-medium__run_1","P015","le jardin de l’oasis","run_1","6.0","772"
"P015__qwen-medium__run_1","P015","dar sousse","run_1","7.0","653"
"P015__qwen-medium__run_1","P015","grillades de la médina","run_1","8.0","535"
"P015__qwen-medium__run_1","P015","sandwicherie el mouradi","run_1","9.0","446"
"P015__qwen-medium__run_2","P015","dar el jeld","run_2","1.0","264"
"P015__qwen-medium__run_2","P015","le petit paris","run_2","2.0","1093"
"P015__qwen-medium__run_2","P015","el mouradi","run_2","3.0","905"
"P015__qwen-medium__run_2","P015","café el kébir","run_2","4.0","739"
"P015__qwen-medium__run_2","P015","la taverne de la kasbah","run_2","5.0","577"
"P015__qwen-medium__run_3","P015","dar hafs","run_3","2.0","1258"
"P015__qwen-medium__run_3","P015","le jardin de la medina","run_3","3.0","1075"
"P015__qwen-medium__run_3","P015","chez lamine","run_3","4.0","962"
"P015__qwen-medium__run_3","P015","la tonnelle","run_3","5.0","833"
"P015__qwen-medium__run_3","P015","café de paris","run_3","6.0","696"
"P015__qwen-medium__run_3","P015","saphir","run_3","1.0","595"
"P015__qwen-medium__run_3","P015","dar djerbi","run_3","8.0","368"
"P015__qwen-medium__run_4","P015","café de l'europe","run_4","1.0","1321"
"P015__qwen-medium__run_4","P015","le jardin de sousse","run_4","2.0","1036"
"P015__qwen-medium__run_4","P015","dar hfaiedh","run_4","3.0","911"
"P015__qwen-medium__run_4","P015","le rempart de sousse","run_4","4.0","781"
"P015__qwen-medium__run_4","P015","le port de sousse","run_4","5.0","683"
"P015__qwen-medium__run_4","P015","la terrasse","run_4","6.0","371"
"P015__qwen-medium__run_5","P015","dar zitouna","run_5","1.0","999"
"P015__qwen-medium__run_5","P015","la maison de la medina","run_5","2.0","425"
"P015__qwen-medium__run_5","P015","café des arts","run_5","3.0","691"
"P015__qwen-medium__run_5","P015","chez ali","run_5","4.0","312"
"P015__qwen-medium__run_5","P015","jardin de sousse","run_5","5.0","441"
"P015__llama-large__run_1","P015","café des nattes","run_1","1.0","43"
"P015__llama-large__run_1","P015","restaurant el djerba","run_1","2.0","41"
"P015__llama-large__run_1","P015","le comptoir","run_1","3.0","37"
"P015__llama-large__run_1","P015","café de la medina","run_1","4.0","0"
"P015__llama-large__run_1","P015","restaurant la kasbah","run_1","5.0","41"
"P015__llama-large__run_1","P015","le patio","run_1","6.0","46"
"P015__llama-large__run_1","P015","café des artistes","run_1","7.0","101"
"P015__llama-large__run_2","P015","dar el jeld","run_2","1.0","264"
"P015__llama-large__run_2","P015","le grand vefour","run_2","2.0","35"
"P015__llama-large__run_2","P015","la maison arabe","run_2","3.0","35"
"P015__llama-large__run_2","P015","café des nattes","run_2","4.0","43"
"P015__llama-large__run_2","P015","pâtisserie el hana","run_2","5.0","36"
"P015__llama-large__run_2","P015","café de la medina","run_2","","0"
"P015__llama-large__run_3","P015","dar dhiafa","run_3","1.0","54"
"P015__llama-large__run_3","P015","le café des nattes","run_3","2.0","38"
"P015__llama-large__run_3","P015","la maison de la medina","run_3","3.0","425"
"P015__llama-large__run_4","P015","dar el jaziri","run_4","1.0","35"
"P015__llama-large__run_4","P015","le café des nattes","run_4","2.0","38"
"P015__llama-large__run_4","P015","la maison de la médina","run_4","3.0","44"
"P015__llama-large__run_4","P015","le café de la médina","run_4","4.0","39"
"P015__llama-large__run_4","P015","la pâtisserie de sfax","run_4","5.0","32"
"P015__llama-large__run_4","P015","le glacier de la médina","run_4","6.0","29"
"P015__llama-large__run_5","P015","dar el jeld","run_5","1.0","264"
"P015__llama-large__run_5","P015","la maison blanche","run_5","3.0","56"
"P015__llama-large__run_5","P015","café des nattes","run_5","4.0","43"
"P015__llama-large__run_5","P015","pâtisserie el hana","run_5","5.0","36"
"P015__llama-large__run_5","P015","café le petit château","run_5","6.0","44"
"P016__llama-small__run_1","P016","la kasbah","run_1","1.0","64"
"P016__llama-small__run_1","P016","le relais de la kasbah","run_1","2.0","79"
"P016__llama-small__run_1","P016","le zitouna","run_1","3.0","56"
"P016__llama-small__run_1","P016","le café des nattes","run_1","4.0","90"
"P016__llama-small__run_1","P016","la maison blanche","run_1","5.0","116"
"P016__llama-small__run_2","P016","la kasbah","run_2","1.0","64"
"P016__llama-small__run_2","P016","le bardo","run_2","2.0","45"
"P016__llama-small__run_2","P016","le zitouna","run_2","3.0","56"
"P016__llama-small__run_2","P016","le dar el jeld","run_2","4.0","97"
"P016__llama-small__run_2","P016","le café des nattes","run_2","5.0","90"
"P016__llama-small__run_4","P016","la ghriba","run_4","1.0","61"
"P016__llama-small__run_4","P016","la kasbah","run_4","2.0","64"
"P016__llama-small__run_4","P016","le relais de la medina","run_4","","0"
"P016__llama-small__run_4","P016","la table d'olivia","run_4","4.0","42"
"P016__llama-small__run_4","P016","le jardin de la kasbah","run_4","5.0","86"
"P016__llama-small__run_5","P016","la kasbah","run_5","1.0","64"
"P016__llama-small__run_5","P016","le petit parisien","run_5","2.0","57"
"P016__llama-small__run_5","P016","le grand vefour","run_5","3.0","68"
"P016__llama-small__run_5","P016","la table d'argent","run_5","4.0","60"
"P016__llama-small__run_5","P016","le relais des pêcheurs","run_5","5.0","94"
"P016__qwen-medium__run_1","P016","le jardin de sousse","run_1","1.0","1277"
"P016__qwen-medium__run_1","P016","la terrasse du palais","run_1","2.0","1089"
"P016__qwen-medium__run_1","P016","le bistrot de l'union","run_1","3.0","905"
"P016__qwen-medium__run_1","P016","la table du soleil","run_1","4.0","731"
"P016__qwen-medium__run_1","P016","le comptoir de tunis","run_1","5.0","536"
"P016__qwen-medium__run_1","P016","dar el jeld","run_1","6.0","437"
"P016__qwen-medium__run_2","P016","la terrasse du palais de la culture","run_2","1.0","1766"
"P016__qwen-medium__run_2","P016","le septième ciel","run_2","2.0","1498"
"P016__qwen-medium__run_2","P016","dar el jeld","run_2","3.0","437"
"P016__qwen-medium__run_2","P016","la perle","run_2","4.0","1011"
"P016__qwen-medium__run_2","P016","le jardin de l’escargot","run_2","5.0","753"
"P016__qwen-medium__run_2","P016","le phare","run_2","6.0","532"
"P016__qwen-medium__run_2","P016","le grand bistro","run_2","7.0","314"
"P016__qwen-medium__run_3","P016","la table du palais","run_3","4.0","661"
"P016__qwen-medium__run_3","P016","le jardin de la medina","run_3","","0"
"P016__qwen-medium__run_4","P016","dar el-andalou","run_4","4.0","771"
"P016__llama-large__run_1","P016","le grand vefour","run_1","1.0","68"
"P016__llama-large__run_1","P016","la villa didon","run_1","2.0","56"
"P016__llama-large__run_1","P016","restaurant de l'hôtel africa","run_1","3.0","67"
"P016__llama-large__run_1","P016","le dar el jeld","run_1","4.0","97"
"P016__llama-large__run_1","P016","restaurant la mammounia","run_1","5.0","197"
"P016__llama-large__run_2","P016","le grand café de la gare","run_2","1.0","57"
"P016__llama-large__run_2","P016","dar el jeld","run_2","2.0","437"
"P016__llama-large__run_2","P016","la villa bleue","run_2","3.0","50"
"P016__llama-large__run_2","P016","le pirate","run_2","4.0","49"
"P016__llama-large__run_2","P016","la maison arabe","run_2","5.0","140"
"P016__llama-large__run_3","P016","la maison arabe","run_3","6.0","140"
"P016__llama-large__run_3","P016","le dar el jeld","run_3","5.0","97"
"P016__llama-large__run_4","P016","le grand vefour","run_4","1.0","68"
"P016__llama-large__run_4","P016","dar el jeld","run_4","2.0","437"
"P016__llama-large__run_4","P016","le rest'ô","run_4","3.0","62"
"P016__llama-large__run_4","P016","la closerie","run_4","4.0","67"
"P016__llama-large__run_4","P016","le café m'rabet","run_4","5.0","157"
"P016__llama-large__run_5","P016","le grand hôtel du lac","run_5","1.0","55"
"P016__llama-large__run_5","P016","le restaurant de la médina","run_5","2.0","46"
"P016__llama-large__run_5","P016","le dar el jeld","run_5","3.0","97"
"P016__llama-large__run_5","P016","la villa bleue","run_5","4.0","50"
"P016__llama-large__run_5","P016","le restaurant le corail","run_5","5.0","74"
"P017__llama-small__run_1","P017","le grand hôtel de tunis","run_1","1.0","72"
"P017__llama-small__run_1","P017","la medina","run_1","2.0","94"
"P017__llama-small__run_1","P017","le royal azur","run_1","3.0","72"
"P017__llama-small__run_1","P017","moez","run_1","4.0","72"
"P017__llama-small__run_1","P017","la badira","run_1","5.0","112"
"P017__llama-small__run_2","P017","la maison blanche","run_2","1.0","150"
"P017__llama-small__run_2","P017","le jardin d'eden","run_2","2.0","177"
"P017__llama-small__run_2","P017","le relais","run_2","3.0","106"
"P017__llama-small__run_3","P017","la medina","run_3","1.0","94"
"P017__llama-small__run_3","P017","le bistrot de la medina","run_3","2.0","83"
"P017__llama-small__run_3","P017","le jardin","run_3","3.0","84"
"P017__llama-small__run_3","P017","le sultan","run_3","4.0","84"
"P017__llama-small__run_3","P017","la table d'or","run_3","5.0","140"
"P017__llama-small__run_4","P017","l'atelier","run_4","1.0","70"
"P017__llama-small__run_4","P017","la grande maison","run_4","2.0","89"
"P017__llama-small__run_4","P017","le petit prince","run_4","3.0","95"
"P017__llama-small__run_4","P017","le comptoir","run_4","4.0","95"
"P017__llama-small__run_4","P017","le café des artistes","run_4","5.0","157"
"P017__llama-small__run_5","P017","la kasbah","run_5","","290"
"P017__qwen-medium__run_1","P017","le trianon","run_1","1.0","1594"
"P017__qwen-medium__run_1","P017","al khimar","run_1","","0"
"P017__qwen-medium__run_1","P017","le jardin des sens","run_1","3.0","949"
"P017__qwen-medium__run_1","P017","la maison des epices","run_1","4.0","646"
"P017__qwen-medium__run_1","P017","le vélodrome","run_1","5.0","420"
"P017__qwen-medium__run_2","P017","la table de la marsa","run_2","1.0","14"
"P017__qwen-medium__run_2","P017","le jardin de carthage","run_2","2.0","15"
"P017__qwen-medium__run_2","P017","le grand hôtel de la marsa","run_2","3.0","17"
"P017__qwen-medium__run_2","P017","la maison des saveurs","run_2","4.0","15"
"P017__qwen-medium__run_2","P017","la fontaine","run_2","5.0","10"
"P017__qwen-medium__run_2","P017","le café des ambassadeurs","run_2","6.0","16"
"P017__qwen-medium__run_3","P017","la maison de la vigne","run_3","2.0","880"
"P017__qwen-medium__run_4","P017","le ciel","run_4","1.0","1061"
"P017__qwen-medium__run_4","P017","la maison","run_4","2.0","853"
"P017__qwen-medium__run_4","P017","le jardin de bab souika","run_4","3.0","668"
"P017__qwen-medium__run_4","P017","le saint-germain","run_4","4.0","517"
"P017__qwen-medium__run_4","P017","café de paris","run_4","5.0","366"
"P017__qwen-medium__run_4","P017","le 360°","run_4","6.0","70"
"P017__qwen-medium__run_4","P017","la table du marché","run_4","7.0","70"
"P017__llama-large__run_1","P017","le grand café de la goulette","run_1","1.0","231"
"P017__llama-large__run_1","P017","le restaurant du lac","run_1","2.0","121"
"P017__llama-large__run_1","P017","le bistrot de la médina","run_1","3.0","84"
"P017__llama-large__run_1","P017","le restaurant de la kasbah","run_1","4.0","42"
"P017__llama-large__run_2","P017","la maison arabe","run_2","2.0","36"
"P017__llama-large__run_3","P017","la maison blanche","run_3","2.0","150"
"P017__llama-large__run_3","P017","le bardo","run_3","5.0","63"
"P017__llama-large__run_4","P017","le grand café de tunis","run_4","1.0","56"
"P017__llama-large__run_4","P017","la villa didon","run_4","2.0","88"
"P017__llama-large__run_4","P017","le dar el jeld","run_4","4.0","50"
"P017__llama-large__run_4","P017","le pirate","run_4","","143"
"P017__llama-large__run_5","P017","le grand café de tunis","run_5","1.0","56"
"P017__llama-large__run_5","P017","la mammounia","run_5","2.0","50"
"P017__llama-large__run_5","P017","le bistro du coin","run_5","3.0","45"
"P017__llama-large__run_5","P017","al fassia","run_5","4.0","47"
"P017__llama-large__run_5","P017","la villa didon","run_5","5.0","88"
"P018__qwen-medium__run_1","P018","le ciel","run_1","1.0","822"
"P018__qwen-medium__run_1","P018","le trianon","run_1","2.0","681"
"P018__qwen-medium__run_1","P018","le rempart","run_1","3.0","540"
"P018__qwen-medium__run_1","P018","dar el jeld","run_1","4.0","314"
"P018__qwen-medium__run_1","P018","la table de sousse","run_1","5.0","270"
"P018__qwen-medium__run_1","P018","le phare","run_1","6.0","83"
"P018__qwen-medium__run_1","P018","café des sports","run_1","7.0","83"
"P018__qwen-medium__run_2","P018","la sultana sousse","run_2","1.0","1222"
"P018__qwen-medium__run_2","P018","la terrasse","run_2","2.0","646"
